X,Y,id,SITO,icon_url
15.6557509226468,38.1017416031701,"1",DIICOMAC,./0.png
15.6435243791774,38.1092263433151,"2",PREFETTURA REGGIO CALABRIA,./0.png
15.5566838965801,38.1997210069082,"3",PREFETTURA MESSINA,./0.png
